codigo_contrato,data_venda,codigo_produto,valor_monetario,quantidade,codigo_vendedor,codigo_cliente
2840436,2022-12-17,2226500,88.8,2,503,210815
2840436,2022-12-17,2280900,203,2,503,210815
2840436,2022-12-17,2526200,540,2,503,210815
2840436,2022-12-17,2828000,30.1,3,503,210815
2840441,2022-12-17,375700,108,3,608,61797
2840443,2022-12-17,2313300,232.9,3,521,647386
2840450,2022-12-17,3016100,355.44,3,549,325171
2840464,2022-12-17,2719300,252.7,2,529,709581
2840465,2022-12-17,1003500,1260,3,441,183187
2840473,2022-12-17,2963200,496,120,644,663843
2840477,2022-12-17,1399500,119.85,1,546,199269
2840479,2022-12-17,589800,6.4,3,537,296485
2840483,2022-12-17,143903,1.95,2,585,792142
2840484,2022-12-17,2963100,21.8,1,546,199269
2840485,2022-12-17,2434304,680,1,543,31786
2840491,2022-12-17,2434121,537.4,1,643,239298
2840492,2022-12-17,1669700,131.1,2,607,820034
2840495,2022-12-17,2821200,161.85,2,521,153751
2840501,2022-12-17,420900,12,30,524,817238
2840501,2022-12-17,1412600,52,2,524,817238
2840501,2022-12-17,2911200,53.1,2,524,817238
2840511,2022-12-17,643200,23,2,537,718737
2840521,2022-12-17,2226700,88.8,2,564,644652
2840526,2022-12-17,2306100,2.61,1,559,92655
2840533,2022-12-17,375700,58.05,1,640,12406
2840540,2022-12-17,2013700,299.7,1,590,640487
2840546,2022-12-17,2143600,596.4,1,563,332458
2840546,2022-12-17,2359413,198.8,3,563,332458
2840546,2022-12-17,2740000,162.3,1,563,332458
2840547,2022-12-17,2447000,840,2,524,817245
2840556,2022-12-17,2719000,594,2,643,817248
2840557,2022-12-17,2961200,26.7,3,668,286765
2840563,2022-12-17,2992300,97.7,1,549,136968
2840576,2022-12-17,2220500,726,2,585,80776
2840577,2022-12-17,511100,32.8,1,640,161589
2840577,2022-12-17,648800,61.9,2,640,161589
2840578,2022-12-17,1894400,179.64,2,559,299019
2840581,2022-12-17,560200,165,150,543,6155
2840581,2022-12-17,965900,27.5,10,543,6155
2840581,2022-12-17,2740000,48.7,3,543,6155
2840586,2022-12-17,1918400,116.1,3,524,639179
2840589,2022-12-17,965900,49.5,6,543,28652
2840594,2022-12-17,2143700,198.8,1,546,284060
2840594,2022-12-17,2359412,596.4,3,546,284060
2840594,2022-12-17,2359413,596.4,1,546,284060
2840594,2022-12-17,2433906,397.6,2,546,284060
2840597,2022-12-17,293000,37.5,150,441,23623
2840597,2022-12-17,396400,6,40,441,23623
2840597,2022-12-17,420900,60,150,441,23623
2840617,2022-12-17,828500,49,10,644,405756
2840619,2022-12-17,2719300,133,3,420,758966
2840621,2022-12-17,3016100,126.5,2,537,40961
2840626,2022-12-17,143902,11.7,6,543,688275
2840631,2022-12-17,2313300,464,1,498,817257
2840639,2022-12-17,2388200,701.1,3,473,772049
2840642,2022-12-17,401800,72,3,564,620221
2840645,2022-12-17,648800,30.95,2,563,808096
2840645,2022-12-17,1127900,45,40,563,808096
2840648,2022-12-17,2973400,553.5,1,644,23816
2840662,2022-12-17,275700,22.26,7,498,242131
2840670,2022-12-17,2968702,130.8,2,521,817262
2840687,2022-12-17,2971600,73.2,2,529,341769
2840690,2022-12-17,420900,14,40,392,322263
2840690,2022-12-17,447400,7.5,15,392,322263
2840690,2022-12-17,608200,9,30,392,322263
2840690,2022-12-17,745500,18,60,392,322263
2840690,2022-12-17,2971700,37.2,2,392,322263
2840702,2022-12-17,1412600,30,2,549,88786
2840703,2022-12-17,2828000,30.1,2,668,817266
2840704,2022-12-17,648800,64,1,624,817270
2840707,2022-12-17,386600,577.5,2,521,418720
2840707,2022-12-17,2388200,246,3,521,418720
2840710,2022-12-17,1399500,44.35,2,668,727527
2837481,2022-12-17,2719100,-198,-1,668,128062
2837942,2022-12-17,2242600,-667.5,-2,644,73923
2839163,2022-12-17,1048800,330,1,563,292139
2839163,2022-12-17,2681800,22,2,563,292139
2840057,2022-12-16,2733003,720,2,563,102038
2840040,2022-12-16,420900,40,100,590,790233
2840039,2022-12-16,2092800,82.1,1,608,817156
2840035,2022-12-16,1127900,25,30,563,25848
2840032,2022-12-16,2526200,199.9,1,529,260889
2840029,2022-12-16,1550500,69.6,3,546,165127
2840028,2022-12-16,2226500,29.6,1,668,635265
2840028,2022-12-16,143902,72,60,668,635265
2840023,2022-12-16,881000,100,1,590,120972
2840021,2022-12-16,648800,103.05,2,668,817155
2840016,2022-12-16,2563106,333,1,537,637050
2840015,2022-12-16,1069100,48,3,640,45774
2840015,2022-12-16,1069000,192,6,640,45774
2839997,2022-12-16,2300000,340,1,546,787538
2839993,2022-12-16,464100,15,60,640,748965
2839993,2022-12-16,447400,9.75,15,640,748965
2839988,2022-12-16,2995604,43.2,2,564,654163
2839987,2022-12-16,511100,204.5,10,639,687482
2839984,2022-12-16,1399500,88.7,1,521,788271
2839983,2022-12-16,1560200,44.4,3,559,785964
2839966,2022-12-16,2821200,102.5,1,632,306936
2839962,2022-12-16,2963100,21.8,2,441,245152
2839962,2022-12-16,2370501,159,15,441,245152
2839960,2022-12-16,2740000,162.3,1,624,817148
2839957,2022-12-16,569100,241.8,6,632,51398
2839941,2022-12-16,2963200,24.8,2,640,47624
2839935,2022-12-16,975000,42.5,2,392,239406
2839935,2022-12-16,560200,11,10,392,239406
2839929,2022-12-16,1930000,81.9,3,529,6122
2839929,2022-12-16,1066700,865.2,4,529,6122
2839929,2022-12-16,569100,101.7,3,529,6122
2839824,2022-12-16,2358500,111.9,2,524,597187
2837555,2022-12-16,447400,275,500,441,50862
2839928,2022-12-16,2821100,96,1,668,813976
2839925,2022-12-16,2526200,399.8,2,585,806746
2839911,2022-12-16,255100,10.68,1,590,22896
2839911,2022-12-16,400,55.35,30,590,22896
2839909,2022-12-16,255100,29.7,1,521,237870
2839894,2022-12-16,2220400,484,2,529,269592
2839890,2022-12-16,1531100,29.6,1,546,790289
2839884,2022-12-16,2963100,10.9,2,607,257985
2839868,2022-12-16,2367200,137.4,4,644,212656
2839849,2022-12-16,2963100,43.5,1,441,817130
2839848,2022-12-16,146600,22.5,3,607,284046
2839842,2022-12-16,464100,4.5,9,607,211195
2839842,2022-12-16,447400,17.55,18,607,211195
2839842,2022-12-16,396400,5.4,18,607,211195
2839840,2022-12-16,2971600,24.4,2,529,233603
2839839,2022-12-16,275700,31.8,15,521,753371
2839837,2022-12-16,267500,78,2,537,744761
2839837,2022-12-16,400,5.25,2,537,744761
2839824,2022-12-16,2911200,60.3,1,524,597187
2837555,2022-12-16,2383100,195,10,441,50862
2837555,2022-12-16,2367100,97.5,15,441,50862
2839831,2022-12-16,2300000,344,1,543,131086
2839831,2022-12-16,3016100,126.5,3,543,131086
2839113,2022-12-16,2911200,89.4,2,543,188953
2839113,2022-12-16,2681800,44,12,543,188953
2839185,2022-12-16,401800,48,3,632,817024
2839212,2022-12-16,2963200,6.2,1,441,63074
2839229,2022-12-16,2968702,65.4,2,528,147444
2839230,2022-12-16,52100,92,1,546,796126
2839232,2022-12-16,2740000,108.2,3,392,175062
2839234,2022-12-16,3005500,20,1,624,817035
2839238,2022-12-16,560200,13.2,12,392,128429
2839240,2022-12-16,662900,932,1,644,2535
2839246,2022-12-16,511100,49.2,3,473,1429
2839246,2022-12-16,648800,185.7,9,473,1429
2839252,2022-12-16,2563105,159,1,528,227582
2839276,2022-12-16,2971700,55.8,1,528,231818
2839282,2022-12-16,1502400,64.95,1,644,764018
2839289,2022-12-16,2995604,73.6,8,624,727104
2839292,2022-12-16,2681800,56,2,607,571227
2839293,2022-12-16,2293400,205.2,2,441,817043
2839298,2022-12-16,1378200,787.2,2,585,254682
2839306,2022-12-16,1502400,21.65,2,537,253935
2839308,2022-12-16,2963100,130.8,12,529,19086
2839313,2022-12-16,2681800,56,12,528,267740
2839314,2022-12-16,2911200,134.1,6,632,1136
2839334,2022-12-16,1212900,78,3,524,613558
2839336,2022-12-16,2200600,74.4,6,585,341801
2839337,2022-12-16,2220500,459.8,3,529,276282
2839343,2022-12-16,1412600,78,4,524,750199
2839343,2022-12-16,2383100,39,1,524,750199
2839343,2022-12-16,2963100,21.8,3,524,750199
2839346,2022-12-16,2367100,22.9,3,644,772815
2839363,2022-12-16,356000,114,4,624,690325
2839371,2022-12-16,705400,73.5,3,549,92905
2839371,2022-12-16,2036600,187.04,8,549,92905
2839375,2022-12-16,424300,178.2,6,608,31727
2839384,2022-12-16,2337600,26,3,549,189382
2839390,2022-12-16,1212900,117,2,524,750199
2839406,2022-12-16,2925500,83.4,3,639,772835
2839407,2022-12-16,2719300,399,1,632,23088
2839408,2022-12-16,2220400,484,2,537,817060
2839412,2022-12-16,2999100,372.9,3,590,47907
2839413,2022-12-16,3005500,34.8,1,607,637751
2839418,2022-12-16,802500,38.6,3,521,332410
2839426,2022-12-16,802500,77.2,1,503,6189
2839426,2022-12-16,1930000,123,4,503,6189
2839427,2022-12-16,143902,37.8,14,585,778080
2839428,2022-12-16,643200,23,2,524,305135
2839439,2022-12-16,828500,129,30,608,16517
2839447,2022-12-16,643200,460,20,624,167700
2839447,2022-12-16,1436100,312,16,624,167700
2839447,2022-12-16,2911200,106.2,2,624,167700
2839449,2022-12-16,745300,8,8,607,286963
2839453,2022-12-16,2963000,5.65,2,524,745766
2839453,2022-12-16,2963100,32.7,2,524,745766
2839454,2022-12-16,2359416,397.6,1,585,223645
2839462,2022-12-16,255100,19.8,2,668,575586
2839466,2022-12-16,2488400,2219.7,3,585,816688
2839472,2022-12-16,2681800,117,3,564,204597
2839473,2022-12-16,1399500,119.85,1,441,762866
2839473,2022-12-16,2963100,98.1,6,441,762866
2839476,2022-12-16,723000,12.75,2,624,692910
2839476,2022-12-16,2370501,31.8,3,624,692910
2839479,2022-12-16,2533100,199,1,521,562855
2839480,2022-12-16,275700,9.54,6,549,228078
2839480,2022-12-16,2367200,45.8,1,549,228078
2839487,2022-12-16,1127900,9.4,5,668,809887
2839489,2022-12-16,560200,27.5,75,607,14058
2839489,2022-12-16,2978001,20,4,607,14058
2839491,2022-12-16,401800,47.26,1,590,253689
2839496,2022-12-16,2036600,23.8,4,524,199034
2839498,2022-12-16,560200,6.6,18,549,818631
2839501,2022-12-16,293000,2.5,10,392,242130
2839514,2022-12-16,2901005,1195.8,2,521,36686
2839515,2022-12-16,293000,15,20,392,242130
2839521,2022-12-16,2969900,26,1,643,288036
2839523,2022-12-16,2961200,80.1,3,608,725775
2839526,2022-12-16,2961200,43.92,2,559,258076
2839530,2022-12-16,2961200,75,2,559,258076
2839533,2022-12-16,447400,7.8,8,643,142845
2839533,2022-12-16,608200,1.4,4,643,142845
2839534,2022-12-16,395600,820,2,503,137621
2839535,2022-12-16,400,700,400,590,2804
2839535,2022-12-16,143903,360,200,590,2804
2839535,2022-12-16,589800,1160,300,590,2804
2839535,2022-12-16,975000,595,42,590,2804
2839535,2022-12-16,975000,3655,86,590,2804
2839535,2022-12-16,1926200,672.3,9,590,2804
2839535,2022-12-16,1968900,1499.4,3,590,2804
2839535,2022-12-16,2132400,3010,100,590,2804
2839536,2022-12-16,2989200,137.2,4,645,105348
2839537,2022-12-16,1105000,28,3,524,191289
2839537,2022-12-16,1918400,34.1,2,524,191289
2839537,2022-12-16,2358500,63.6,1,524,191289
2839539,2022-12-16,464100,50,300,521,148714
2839541,2022-12-16,143903,17,5,524,197047
2839541,2022-12-16,420900,70,100,524,197047
2839541,2022-12-16,1001100,25.5,15,524,197047
2839544,2022-12-16,1669700,194.7,2,521,263243
2839548,2022-12-16,232600,18.8,3,668,21733
2839551,2022-12-16,648800,30.95,1,632,735810
2839551,2022-12-16,817500,20.4,2,632,735810
2839568,2022-12-16,2821200,107.9,3,543,817079
2839579,2022-12-16,2563105,166.5,1,549,212276
2839585,2022-12-16,1212900,117,3,524,265037
2839591,2022-12-16,745300,3.4,6,640,14980
2839592,2022-12-16,255100,29.7,3,639,814129
2839592,2022-12-16,464100,0.5,3,639,814129
2839598,2022-12-16,2359414,397.6,3,643,219830
2839599,2022-12-16,1127900,15,4,529,152718
2839601,2022-12-16,2849700,25.5,1,585,177308
2839604,2022-12-16,447400,1.95,3,521,699814
2839604,2022-12-16,464100,1.25,10,521,699814
2839604,2022-12-16,608200,105,100,521,699814
2839609,2022-12-16,2971100,1277,3,498,704061
2839613,2022-12-16,893500,170.5,3,524,817087
2839621,2022-12-16,1399500,119.85,2,607,625557
2839621,2022-12-16,1550500,88.8,3,607,625557
2839624,2022-12-16,490800,140.7,3,549,683177
2839628,2022-12-16,1550500,68,2,537,137087
2839633,2022-12-16,1888500,552,1,441,816892
2839635,2022-12-16,745500,63,20,473,313268
2839643,2022-12-16,1502400,43.3,3,585,85615
2839653,2022-12-16,2566000,306,4,585,817095
2839657,2022-12-16,2200500,12.3,3,321,706752
2839664,2022-12-16,420900,1.5,2,420,727527
2839673,2022-12-16,1212900,198,12,624,78473
2839673,2022-12-16,2963100,32.7,1,624,78473
2839691,2022-12-16,2200600,49.6,6,590,292971
2839693,2022-12-16,1125900,392.08,14,441,138645
2839697,2022-12-16,2849700,51,2,639,817102
2839735,2022-12-16,2226900,55.2,2,585,750696
2839744,2022-12-16,3005400,30,2,639,731236
2839756,2022-12-16,2915500,48,2,564,817117
2839765,2022-12-16,1197300,107.7,1,498,247405
2839770,2022-12-16,1399500,88.7,3,529,358422
2839778,2022-12-16,1399500,133.05,2,644,195930
2839780,2022-12-16,2192700,297,2,607,115540
2839785,2022-12-16,2358600,111.9,2,521,166198
2839790,2022-12-16,560800,1293.9,1,632,390724
2839795,2022-12-16,643200,84,2,521,22487
2839796,2022-12-16,743700,3.85,3,563,817123
2839801,2022-12-16,648800,30.6,1,643,4906
2839807,2022-12-16,2681800,39.9,1,632,390724
2839810,2022-12-16,2963200,24.8,6,559,182781
2640058,2022-12-16,2434301,-1075.8,-2,564,234748
2834150,2022-12-16,2719100,-564,-2,546,152283
2839833,2022-12-16,1176400,197.4,3,632,572802
2835926,2022-12-16,2434321,717.2,1,564,234748
2804770,2022-12-16,817800,-882.12,-1,632,258325
2798073,2022-12-16,2563105,-166.5,-2,537,637050
2839005,2022-12-15,2911200,44.7,1,632,753033
2838065,2022-12-15,699700,-72,-30,673,312204
2838222,2022-12-15,1126000,179,15,441,824373
2838222,2022-12-15,1126200,268.5,5,441,824373
2838222,2022-12-15,1126201,268.5,15,441,824373
2838222,2022-12-15,2958800,179,15,441,824373
2838225,2022-12-15,255100,94.05,3,441,41803
2838227,2022-12-15,2433906,596.4,1,543,797220
2838237,2022-12-15,692300,439,2,441,816890
2838240,2022-12-15,539700,21.4,1,529,639965
2838243,2022-12-15,2963100,43.5,1,624,549655
2838255,2022-12-15,2995604,21.6,1,473,727527
2838260,2022-12-15,648800,123.8,4,524,699426
2838260,2022-12-15,965900,16.5,3,524,699426
2838260,2022-12-15,2226900,55.2,2,524,699426
2838261,2022-12-15,1669700,149.46,3,537,820034
2838261,2022-12-15,2995601,27.37,3,537,820034
2838278,2022-12-15,2850200,49,3,528,385146
2838287,2022-12-15,464100,3,6,559,110259
2838289,2022-12-15,2963100,261.6,24,537,816898
2838297,2022-12-15,2433906,397.6,3,639,124255
2838305,2022-12-15,2830501,4614,2,420,250030
2838312,2022-12-15,2719100,396,1,537,757578
2838327,2022-12-15,375700,174.15,3,528,298043
2838327,2022-12-15,2740000,108.2,6,528,298043
2838328,2022-12-15,1127900,7.5,2,639,662742
2838342,2022-12-15,143902,51,20,624,248092
2838342,2022-12-15,1001100,51,10,624,248092
2838347,2022-12-15,1428400,1360,1,441,816912
2838348,2022-12-15,3005500,11.6,1,639,816909
2838351,2022-12-15,2963200,8.2,3,529,389225
2838352,2022-12-15,569100,76,2,473,10658
2838364,2022-12-15,492300,41.4,6,607,814515
2838364,2022-12-15,2313300,232.9,3,607,814515
2838370,2022-12-15,2733001,340,2,632,196932
2838373,2022-12-15,643200,42,2,473,604775
2838386,2022-12-15,2359413,397.6,3,546,258663
2838389,2022-12-15,2968702,32.7,3,537,205936
2838397,2022-12-15,1067000,258.68,4,441,109918
2838403,2022-12-15,1125900,123.2,4,644,638749
2838408,2022-12-15,648800,34.35,1,668,252363
2838437,2022-12-15,2821100,33.45,3,590,200511
2838440,2022-12-15,492300,62.1,9,529,172869
2838441,2022-12-15,2367100,68.7,2,640,20177
2838445,2022-12-15,1669700,135.8,1,559,140952
2838449,2022-12-15,2995601,37.3,2,639,816924
2838455,2022-12-15,1126201,89.5,10,549,60354
2838466,2022-12-15,1582300,41.5,2,632,10468
2838467,2022-12-15,2013700,99.9,2,668,208032
2838468,2022-12-15,745500,24,30,563,643598
2838478,2022-12-15,723000,48.3,2,632,811695
2838486,2022-12-15,1197300,143.6,2,549,685486
2838494,2022-12-15,1560200,29.6,2,524,676161
2838496,2022-12-15,648800,29.98,1,559,135514
2838507,2022-12-15,645400,320,20,624,85195
2838509,2022-12-15,2681800,99,6,564,306530
2838509,2022-12-15,2691900,204,3,564,306530
2838509,2022-12-15,2968701,273.9,1,564,306530
2838509,2022-12-15,2995604,36.8,3,564,306530
2838513,2022-12-15,2740000,108.2,1,639,168080
2838520,2022-12-15,2226500,208.8,6,521,809896
2838523,2022-12-15,643200,69,3,585,84627
2838524,2022-12-15,643200,23,3,503,61912
2838543,2022-12-15,643200,56,3,643,802210
2838543,2022-12-15,2968701,264,1,643,802210
2838544,2022-12-15,748500,0.1,1,473,816782
2838553,2022-12-15,420900,12,10,643,712681
2838557,2022-12-15,1550500,34.8,2,503,781837
2838558,2022-12-15,424300,237.6,12,528,676161
2838567,2022-12-15,748500,5.5,10,498,108318
2838579,2022-12-15,2733003,342,3,473,588375
2838591,2022-12-15,3005500,11.6,2,640,32669
2838596,2022-12-15,2995601,31.8,2,529,674825
2838602,2022-12-15,2995604,64.8,2,564,816938
2838605,2022-12-15,255100,11,1,644,157176
2838605,2022-12-15,1127900,75,20,644,157176
2838606,2022-12-15,723000,76.5,6,607,4491
2838606,2022-12-15,1212900,156,2,607,4491
2838623,2022-12-15,745500,3.6,8,498,164202
2838625,2022-12-15,400,14,4,521,464554
2838626,2022-12-15,52100,90,1,498,720226
2838631,2022-12-15,745300,3.6,2,644,263243
2838631,2022-12-15,802500,116.13,2,644,263243
2838631,2022-12-15,1930000,33.87,3,644,263243
2838635,2022-12-15,396400,18,60,640,809005
2838635,2022-12-15,464100,10,60,640,809005
2838635,2022-12-15,745500,21,60,640,809005
2838638,2022-12-15,608200,2.45,21,537,739545
2838656,2022-12-15,1176400,98.7,2,564,142776
2838661,2022-12-15,2992300,292.59,3,537,103580
2838664,2022-12-15,560200,22,20,543,16675
2838664,2022-12-15,648800,928.5,20,543,16675
2838664,2022-12-15,2995604,55.2,3,543,16675
2838683,2022-12-15,2971600,97.6,2,590,40889
2838688,2022-12-15,743700,57.75,15,585,804415
2838688,2022-12-15,745300,20,10,585,804415
2838693,2022-12-15,232600,50.4,6,543,664268
2838693,2022-12-15,802500,231.6,4,543,664268
2838693,2022-12-15,2925500,33.4,3,543,664268
2838695,2022-12-15,2370501,63.6,3,585,729979
2838697,2022-12-15,143903,1.8,1,528,625642
2838697,2022-12-15,420900,1.2,9,528,625642
2838701,2022-12-15,2995604,43.2,2,639,434012
2838707,2022-12-15,232600,9.9,1,563,720724
2838725,2022-12-15,560200,11,5,546,294038
2838733,2022-12-15,2367100,58.5,2,640,51554
2838733,2022-12-15,2383100,58.5,2,640,51554
2838744,2022-12-15,608200,12,40,559,287572
2838744,2022-12-15,2963000,19.95,2,559,287572
2838745,2022-12-15,560200,12,10,632,617849
2838755,2022-12-15,648800,65.3,1,529,757285
2838756,2022-12-15,2719200,258,3,640,729646
2838761,2022-12-15,643200,46,1,537,133127
2838765,2022-12-15,1502400,43.3,3,503,341769
2838783,2022-12-15,2925500,200.4,6,624,233305
2838783,2022-12-15,2963000,22.6,2,624,233305
2838789,2022-12-15,745300,17,5,632,732347
2838789,2022-12-15,748500,5.5,5,632,732347
2838791,2022-12-15,420900,7,60,559,740212
2838791,2022-12-15,748500,30,20,559,740212
2838792,2022-12-15,2367100,58.5,2,498,816967
2838796,2022-12-15,2963100,32.7,9,543,771479
2838802,2022-12-15,1053800,426,4,521,579984
2838802,2022-12-15,1053900,156,2,521,579984
2838805,2022-12-15,2902500,60,3,524,676161
2838809,2022-12-15,275800,3,4,559,644421
2838809,2022-12-15,1436100,19.5,2,559,644421
2838814,2022-12-15,757500,101.4,3,420,299716
2838824,2022-12-15,2301900,337.5,2,441,768285
2838825,2022-12-15,2740000,162.3,1,537,9713
2838829,2022-12-15,745500,18,10,563,806238
2838843,2022-12-15,2969900,20.3,3,668,435455
2838845,2022-12-15,1550600,84.6,3,643,194526
2838845,2022-12-15,2740000,87.66,2,643,194526
2838850,2022-12-15,2963100,13.56,1,537,777838
2838874,2022-12-15,2036100,97.31,8,546,811209
2838884,2022-12-15,3005400,90,1,640,20622
2838889,2022-12-15,1176400,188,2,564,816978
2838897,2022-12-15,380700,46.6,3,498,462134
2838897,2022-12-15,2992300,108.5,2,498,462134
2838899,2022-12-15,2963100,10.9,1,590,816979
2838900,2022-12-15,293000,2.5,5,585,100267
2838900,2022-12-15,396200,50,200,585,100267
2838900,2022-12-15,447400,65,100,585,100267
2838900,2022-12-15,748500,97.5,100,585,100267
2838902,2022-12-15,2963100,348.8,32,543,6340
2838911,2022-12-15,3001600,68.1,1,543,816981
2838916,2022-12-15,447400,12.46,10,528,260808
2838916,2022-12-15,560200,23,20,528,260808
2838916,2022-12-15,699700,50.09,11,528,260808
2838916,2022-12-15,1066700,69.12,3,528,260808
2838917,2022-12-15,2526200,399.8,1,644,816983
2838920,2022-12-15,569100,120.9,3,286,687607
2838946,2022-12-15,401800,72,3,559,199682
2838948,2022-12-15,648800,30.95,1,585,6165
2838950,2022-12-15,2681800,168,8,632,294076
2838956,2022-12-15,255100,26.07,1,529,783193
2838958,2022-12-15,293000,7.5,10,473,29979
2838958,2022-12-15,447400,22,60,473,29979
2838958,2022-12-15,745500,21,10,473,29979
2838958,2022-12-15,2317700,73.6,12,473,29979
2838962,2022-12-15,267500,26,1,521,11155
2838962,2022-12-15,275800,30,50,521,11155
2838962,2022-12-15,464100,8,40,521,11155
2838962,2022-12-15,1929900,38.4,4,521,11155
2838970,2022-12-15,2563109,333,6,537,350146
2838985,2022-12-15,2963100,218,20,524,109093
2838998,2022-12-15,2963100,32.7,3,498,92560
2839004,2022-12-15,375700,77.4,8,668,12343
2839004,2022-12-15,589800,25.6,4,668,12343
2839012,2022-12-15,705400,74.85,1,643,129570
2839020,2022-12-15,1333700,68.21,3,640,8153
2839030,2022-12-15,2968704,50.3,1,559,801878
2839033,2022-12-15,2969900,50,1,668,281358
2839035,2022-12-15,2821101,33.45,2,585,112719
2839044,2022-12-15,146600,22.5,9,639,816980
2839044,2022-12-15,2961200,106.8,2,639,816980
2839052,2022-12-15,643200,69,3,549,153044
2839052,2022-12-15,2358500,95.4,3,549,153044
2839055,2022-12-15,1125900,246.4,4,607,673573
2839058,2022-12-15,2226800,69.6,1,608,21179
2839060,2022-12-15,1428300,671.1,2,392,779823
2839064,2022-12-15,2963100,21.8,2,640,799714
2839065,2022-12-15,536000,1680,2,420,93586
2839069,2022-12-15,2733001,1035,3,521,62229
2839072,2022-12-15,447400,26,120,643,185714
2839077,2022-12-15,2968700,220.6,3,529,160142
2839090,2022-12-15,2280900,304.5,3,640,669271
2839093,2022-12-15,2622200,343,5,441,742521
2839095,2022-12-15,2740000,216,2,559,817005
2839103,2022-12-15,2777600,373,3,549,817006
2839111,2022-12-15,420900,45,100,668,337050
2839115,2022-12-15,2828000,31.72,1,503,38196
2839149,2022-12-15,2143600,397.6,1,503,45061
2839158,2022-12-15,1531100,44.4,2,632,131009
2839164,2022-12-15,2681800,22,1,608,561157
2839176,2022-12-15,1412600,117,9,640,258261
2835879,2022-12-15,2963000,11.3,2,441,3266
2835879,2022-12-15,2828000,45.15,3,441,3266
2835879,2022-12-15,2690800,681,2,441,3266
2835879,2022-12-15,1001100,3.6,4,441,3266
2835879,2022-12-15,560200,22,30,441,3266
2836777,2022-12-15,1484500,42.2,6,590,150921
2836707,2022-12-15,1502400,86.6,2,537,560455
2837713,2022-12-15,2973400,-291.3,-1,644,816813
2837896,2022-12-15,2968704,50.3,2,503,26789
2838198,2022-12-14,560200,14.4,4,668,816878
2838189,2022-12-14,2070000,230.85,1,441,19436
2838171,2022-12-14,1550400,31.4,2,640,816193
2838164,2022-12-14,2681800,33,1,563,11594
2838145,2022-12-14,3001600,40.9,3,503,167852
2838140,2022-12-14,560200,12,30,546,547906
2838138,2022-12-14,2963100,65.4,6,590,75154
2838101,2022-12-14,608200,27,60,643,697994
2838101,2022-12-14,275700,81,30,643,697994
2838098,2022-12-14,275700,54,60,498,94972
2838091,2022-12-14,965900,4.3,1,608,816863
2838085,2022-12-14,2220400,726,3,529,187194
2838081,2022-12-14,2963100,32.7,1,521,718550
2838081,2022-12-14,2885100,195.9,3,521,718550
2838081,2022-12-14,420900,4,30,521,718550
2838065,2022-12-14,699700,36,20,673,312204
2838063,2022-12-14,2995601,37.3,2,639,393483
2838060,2022-12-14,774900,205.94,2,668,734792
2838059,2022-12-14,2963100,32.7,1,498,52385
2838046,2022-12-14,1412700,810,30,624,275143
2838045,2022-12-14,1888500,551.95,3,639,426198
2838040,2022-12-14,723000,12.75,1,632,830407
2838030,2022-12-14,396400,30,50,607,146912
2838028,2022-12-14,464100,25,50,608,8512
2838022,2022-12-14,2337600,42,3,668,210472
2838021,2022-12-14,2915500,66,1,607,228534
2838012,2022-12-14,802500,77.2,1,668,81171
2835898,2022-12-14,2306100,17.4,30,498,3118
2835898,2022-12-14,705400,998,20,498,3118
2837941,2022-12-14,2367200,45.8,1,549,19812
2837941,2022-12-14,2858600,278,3,549,19812
2837942,2022-12-14,2242600,222.5,2,644,73923
2837984,2022-12-14,146600,7.5,1,590,121882
2835390,2022-12-14,2925500,601.2,12,392,661848
2835390,2022-12-14,648800,185.7,6,392,661848
2835390,2022-12-14,420900,420,1200,392,661848
2835390,2022-12-14,293000,120,1200,392,661848
2835013,2022-12-14,2963000,-5.65,-1,473,34371
2835013,2022-12-14,965900,-2.75,-3,473,34371
2837999,2022-12-14,447400,39,60,668,340271
2837999,2022-12-14,396400,36,180,668,340271
2837943,2022-12-14,2303000,6.3,4,585,578074
2837965,2022-12-14,143902,36,60,585,811301
2837190,2022-12-14,2337600,26,4,632,5933
2837195,2022-12-14,1502400,277.5,10,543,258496
2837198,2022-12-14,2963100,10.9,1,564,816706
2837200,2022-12-14,464100,50,200,473,635285
2837201,2022-12-14,2968703,56.9,2,632,117053
2837201,2022-12-14,2968704,50.3,2,632,117053
2837202,2022-12-14,2026102,37.3,1,503,96750
2837202,2022-12-14,2681800,42,2,503,96750
2837205,2022-12-14,608200,60,200,585,46009
2837205,2022-12-14,1032300,35.35,2,585,46009
2837206,2022-12-14,464100,15,20,632,44859
2837212,2022-12-14,2317900,18.4,3,420,816708
2837212,2022-12-14,2963100,116,8,420,816708
2837220,2022-12-14,275700,13.5,10,503,252159
2837235,2022-12-14,2681800,84,2,529,171800
2837239,2022-12-14,396400,0.9,1,559,676161
2837239,2022-12-14,2306100,2.4,1,559,676161
2837243,2022-12-14,420900,-70,-300,537,678265
2837243,2022-12-14,420900,105,300,537,678265
2837250,2022-12-14,255100,33,1,529,9713
2837250,2022-12-14,569100,120.9,3,529,9713
2837255,2022-12-14,560800,1293,1,537,117654
2837257,2022-12-14,143902,9,15,632,727302
2837257,2022-12-14,2226900,55.2,1,632,727302
2837258,2022-12-14,2719100,376,3,546,816719
2837271,2022-12-14,267500,22.75,1,498,22477
2837271,2022-12-14,420900,8,20,498,22477
2837271,2022-12-14,648800,30.95,3,498,22477
